S.No.,name,datetime,Daypart,DayType,Items
32,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
33,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
34,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
35,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
36,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
37,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
38,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
39,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
40,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
41,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
42,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
43,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
44,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
45,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
46,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
47,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
48,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
49,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
50,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
51,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
52,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
53,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
54,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
55,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
56,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
57,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
58,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
59,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
60,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
61,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
62,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
63,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
64,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
65,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
66,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
67,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
68,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
69,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
70,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
71,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
72,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
73,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
74,"Edinburgh,United Kingdom",1/11/2016,Morning,Weekday,Cappuccino
75,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
76,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
77,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
78,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
79,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
80,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
81,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
82,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
83,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
84,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
85,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
86,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
87,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
88,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
89,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
90,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
91,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
92,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
93,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
94,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
95,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
96,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
97,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
98,"Edinburgh,United Kingdom",1/11/2016,Evening,Weekday,Cappuccino
99,"Edinburgh,United Kingdom",1/11/2016,Evening,Weekday,Cappuccino
100,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
101,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
102,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
103,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
104,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
105,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
106,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
107,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
108,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
109,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
110,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
111,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
112,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
113,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
114,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
115,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
116,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
117,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
118,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
119,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
120,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
121,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
122,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
123,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
124,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
125,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
126,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
127,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
128,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
129,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
130,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
131,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
132,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
133,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
134,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
135,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
136,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
137,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
138,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
139,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
140,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
141,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
142,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
143,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
144,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
145,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
146,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
147,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
148,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
149,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
150,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
151,"Edinburgh,United Kingdom",1/11/2016,Afternoon,Weekday,Cappuccino
152,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
153,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
154,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
155,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
156,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
157,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
158,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
159,"Edinburgh,United Kingdom",1/12/2016,Evening,Weekday,Cappuccino
160,"Edinburgh,United Kingdom",1/12/2016,Evening,Weekday,Cappuccino
161,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
162,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
163,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
164,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
165,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
166,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
167,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
168,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
169,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
170,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
171,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
172,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
173,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
174,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
175,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
176,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
177,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
178,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
179,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
180,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
181,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
182,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
183,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
184,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
185,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
186,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
187,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
188,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
189,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
190,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
191,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
192,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
193,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
194,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
195,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
196,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
197,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
198,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
199,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
200,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
201,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
202,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
203,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
204,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
205,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
206,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
207,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
208,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
209,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
210,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
211,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
212,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
213,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
214,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
215,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
216,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
217,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
218,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
219,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
220,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
221,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
222,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
223,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
224,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
225,"Edinburgh,United Kingdom",1/12/2016,Morning,Weekday,Cappuccino
226,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
227,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
228,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
229,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
230,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
231,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
232,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
233,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
234,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
235,"Edinburgh,United Kingdom",1/12/2016,Afternoon,Weekday,Cappuccino
236,"Edinburgh,United Kingdom",1/13/2016,Afternoon,Weekday,Espresso
237,"Edinburgh,United Kingdom",1/14/2016,Afternoon,Weekday,Hot Chocolate
238,"Edinburgh,United Kingdom",1/15/2016,Afternoon,Weekday,Espresso
239,"Edinburgh,United Kingdom",1/16/2016,Afternoon,Weekday,Hot Chocolate
240,"Edinburgh,United Kingdom",1/17/2016,Afternoon,Weekday,Hot Chocolate
241,"Edinburgh,United Kingdom",1/18/2016,Afternoon,Weekday,Espresso
242,"Edinburgh,United Kingdom",1/19/2016,Afternoon,Weekday,Espresso
243,"Edinburgh,United Kingdom",1/20/2016,Afternoon,Weekday,Espresso
244,"Edinburgh,United Kingdom",1/21/2016,Afternoon,Weekday,Cappuccino
245,"Edinburgh,United Kingdom",1/22/2016,Afternoon,Weekday,Vanilla Latte
246,"Edinburgh,United Kingdom",1/23/2016,Afternoon,Weekday,Vanilla Latte
247,"Edinburgh,United Kingdom",1/24/2016,Afternoon,Weekday,Americano
248,"Edinburgh,United Kingdom",1/25/2016,Afternoon,Weekday,Chai Tea Latte
249,"Edinburgh,United Kingdom",1/26/2016,Afternoon,Weekday,Vanilla Latte
250,"Edinburgh,United Kingdom",1/27/2016,Afternoon,Weekday,Cappuccino
251,"Edinburgh,United Kingdom",1/28/2016,Afternoon,Weekday,Cafe Mocha
252,"Edinburgh,United Kingdom",1/29/2016,Afternoon,Weekday,Vanilla Latte
253,"Edinburgh,United Kingdom",1/30/2016,Afternoon,Weekday,Espresso
254,"Edinburgh,United Kingdom",1/31/2016,Afternoon,Weekday,Cappuccino
255,"Edinburgh,United Kingdom",2/1/2016,Afternoon,Weekday,Vanilla Latte
256,"Edinburgh,United Kingdom",2/2/2016,Afternoon,Weekday,Cappuccino
257,"Edinburgh,United Kingdom",2/3/2016,Afternoon,Weekday,Cappuccino
258,"Edinburgh,United Kingdom",2/4/2016,Afternoon,Weekday,Cafe Mocha
259,"Edinburgh,United Kingdom",2/5/2016,Afternoon,Weekday,Vanilla Latte
260,"Edinburgh,United Kingdom",2/6/2016,Afternoon,Weekday,Cappuccino
261,"Edinburgh,United Kingdom",2/7/2016,Afternoon,Weekday,Cappuccino
262,"Edinburgh,United Kingdom",2/8/2016,Afternoon,Weekday,Cafe Mocha
263,"Edinburgh,United Kingdom",2/9/2016,Afternoon,Weekday,Cappuccino
264,"Edinburgh,United Kingdom",2/10/2016,Afternoon,Weekday,Cappuccino
265,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
266,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
267,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
268,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
269,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
270,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
271,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
272,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
273,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
274,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
275,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
276,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
277,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
278,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
279,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
280,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
281,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
282,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
283,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
284,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
285,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
286,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
287,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
288,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
289,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
290,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
291,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
292,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
293,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
294,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
295,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
296,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
297,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
298,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
299,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
300,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
301,"Edinburgh,United Kingdom",2/11/2016,Evening,Weekday,Espresso
302,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
303,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
304,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
305,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
306,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
307,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
308,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
309,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
310,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
311,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
312,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
313,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
314,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
315,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
316,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
317,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
318,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
319,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
320,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
321,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
322,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
323,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
324,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
325,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
326,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
327,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
328,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
329,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
330,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
331,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
332,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
333,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
334,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
335,"Edinburgh,United Kingdom",2/11/2016,Afternoon,Weekday,Espresso
336,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
337,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
338,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
339,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
340,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
341,"Edinburgh,United Kingdom",2/11/2016,Morning,Weekday,Espresso
